method,seed,model_slug,geometry,family,objective,top_k,max_candidates,max_labels,threshold_factor,min_prob,marginal_temperature,neighbor_steps,random_seed,empirical_metric,alpha_neighbor,beta_opposite,gamma_cardinality,text_id,sent_id,text,gold_labels,standard_labels,decoded_labels,removed_labels,added_labels,removed_opposite_false_positives,lost_true_positives,gained_true_positives,sample_f1_standard,sample_f1_decoded,sample_f1_delta,top_probabilities
bce,42,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,BG_007,11,"""Management, of course, can judge and choose.",Self-direction: thought,Self-direction: action,Self-direction: thought | Self-direction: action,,Self-direction: thought,,,Self-direction: thought,0.0,0.6666666666666666,0.6666666666666666,Self-direction: action=0.8235 | Self-direction: thought=0.1178 | Conformity: rules=0.0275 | Stimulation=0.0216 | Tradition=0.0156
bce,42,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,BG_134,20,I believe that our successful work together will make the use of these funds even more effective.,Achievement,Stimulation,Stimulation | Achievement,,Achievement,,,Achievement,0.0,0.6666666666666666,0.6666666666666666,Stimulation=0.2935 | Achievement=0.0579 | Self-direction: action=0.0240 | Self-direction: thought=0.0206 | Universalism: concern=0.0117
bce,42,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,EL_239,16,"""The EU should ban the use of European ships and European ports to transport Russian oil to third countries"", he argues.",Power: dominance,Power: resources,Power: dominance | Power: resources,,Power: dominance,,,Power: dominance,0.0,0.6666666666666666,0.6666666666666666,Power: resources=0.1577 | Power: dominance=0.1557 | Conformity: rules=0.1374 | Self-direction: action=0.1212 | Security: societal=0.0459
bce,42,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,EL_288,18,"He called for border security, going so far as to ask for the activation of the European FRONTEX on the Turkish coast.",Security: societal,Conformity: rules,Security: societal | Conformity: rules,,Security: societal,,,Security: societal,0.0,0.6666666666666666,0.6666666666666666,Security: societal=0.4254 | Conformity: rules=0.2919 | Power: dominance=0.0505 | Self-direction: action=0.0241 | Security: personal=0.0050
bce,42,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,EN_031,2,AIB deputy chairperson Catherine Woods said the bank’s efforts to attract and retain staff were partly depended on its “ability to compete with the reumuneration practices of other employers”.,Power: resources,Achievement,Achievement | Power: resources,,Power: resources,,,Power: resources,0.0,0.6666666666666666,0.6666666666666666,Achievement=0.3790 | Power: resources=0.0683 | Power: dominance=0.0131 | Security: societal=0.0052 | Self-direction: action=0.0026
bce,42,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,FR_054,6,"In particular, he is opposed to further enlargement of the European Union, arguing that Europe has lost its coherence and capacity for action.",Self-direction: action,Self-direction: thought,Self-direction: thought | Self-direction: action,,Self-direction: action,,,Self-direction: action,0.0,0.6666666666666666,0.6666666666666666,Self-direction: thought=0.5103 | Self-direction: action=0.3144 | Stimulation=0.0689 | Face=0.0220 | Conformity: interpersonal=0.0217
bce,42,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,FR_086,12,"Above all, with sales of 130 million euros in 2019, the biotech does not have the striking capacity of a behemoth like Sanofi (36 billion euros in sales last year).",Power: resources,Achievement,Achievement | Power: resources,,Power: resources,,,Power: resources,0.0,0.6666666666666666,0.6666666666666666,Achievement=0.3255 | Power: resources=0.0669 | Face=0.0035 | Power: dominance=0.0024 | Security: societal=0.0012
bce,42,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,FR_094,1,"Oil: ""We can't replace the Russians"" (United Arab Emirates)",Power: resources,Power: dominance,Power: dominance | Power: resources,,Power: resources,,,Power: resources,0.0,0.6666666666666666,0.6666666666666666,Power: dominance=0.2762 | Security: societal=0.0752 | Power: resources=0.0655 | Self-direction: action=0.0116 | Benevolence: dependability=0.0077
bce,42,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,HE_075,26,"In a joint hearing of the Education and Corona Committee held today in the Knesset, the Deputy Director General of the Ministry of Health, Prof. Itamar Grotto, said that the curriculum for the 3rd-4th and 5th-6th grades will be discussed in the expert cabinet that advises the Ministry of Education and Prof. Roni Gamzo.",Self-direction: thought,Self-direction: action,Self-direction: thought | Self-direction: action,,Self-direction: thought,,,Self-direction: thought,0.0,0.6666666666666666,0.6666666666666666,Self-direction: action=0.6966 | Self-direction: thought=0.1148 | Conformity: rules=0.1095 | Conformity: interpersonal=0.0154 | Stimulation=0.0127
bce,42,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,TR_039,12,"Apart from that, the community situations we fear the most are in homes, visits, condolences, days among women.",Security: societal,,Security: personal | Security: societal,,Security: personal | Security: societal,,,Security: societal,0.0,0.6666666666666666,0.6666666666666666,Security: societal=0.4223 | Security: personal=0.2634 | Universalism: concern=0.0638 | Benevolence: caring=0.0532 | Conformity: rules=0.0163
bce,42,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,TR_235,18,The anticyanin substance also strengthens the immune system and helps prevent many diseases from influenza to cancer.,Security: personal,Security: societal,Security: personal | Security: societal,,Security: personal,,,Security: personal,0.0,0.6666666666666666,0.6666666666666666,Security: societal=0.8579 | Security: personal=0.2546 | Achievement=0.0089 | Self-direction: action=0.0042 | Hedonism=0.0034
bce,42,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,BG_097,17,"This is a civilisational choice and how the National Assembly will react is a decision of each MP"", Economov said.",Self-direction: action,Self-direction: thought | Universalism: tolerance,Self-direction: thought | Self-direction: action | Universalism: tolerance,,Self-direction: action,,,Self-direction: action,0.0,0.5,0.5,Universalism: tolerance=0.2997 | Self-direction: action=0.2963 | Self-direction: thought=0.1615 | Tradition=0.1194 | Conformity: interpersonal=0.0385
bce,42,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,DE_294,23,"""There is no politician in Tunisia who can really change the course."" The parliamentary elections will not change this.",Stimulation,Self-direction: thought | Self-direction: action,Self-direction: thought | Self-direction: action | Stimulation,,Stimulation,,,Stimulation,0.0,0.5,0.5,Self-direction: action=0.7823 | Self-direction: thought=0.1312 | Stimulation=0.1207 | Conformity: rules=0.0174 | Achievement=0.0172
bce,42,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,DE_294,38,"However, political power struggles and rampant corruption prevented lasting change.",Stimulation | Power: dominance,Achievement,Achievement | Power: dominance,,Power: dominance,,,Power: dominance,0.0,0.5,0.5,Security: societal=0.1965 | Conformity: rules=0.1912 | Power: dominance=0.1597 | Achievement=0.1116 | Self-direction: action=0.0411
bce,42,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,EL_M_013,4,"It is given either directly to weak families with incomes below the minimum tax-free threshold or as a tax relief to the rest, if it is in their best interest. (2) Tax rates for legal persons.",Power: resources | Benevolence: caring,Universalism: concern,Benevolence: caring | Universalism: concern,,Benevolence: caring,,,Benevolence: caring,0.0,0.5,0.5,Universalism: concern=0.6909 | Security: societal=0.2258 | Benevolence: caring=0.1188 | Security: personal=0.0223 | Conformity: rules=0.0192
bce,42,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,HE_144,15,"According to this news, Rod said that &quot;China and the Hua Wei company stole technology from American companies like T-Mobile.",Power: resources,Power: dominance | Conformity: rules,Power: dominance | Power: resources | Conformity: rules,,Power: resources,,,Power: resources,0.0,0.5,0.5,Power: dominance=0.3081 | Conformity: rules=0.2867 | Security: societal=0.1727 | Power: resources=0.0650 | Face=0.0645
bce,42,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,HE_177,17,"Deputy Attorney General (Criminal Law), Attorney Amit Marari: &quot;The pilot is an important link within a large-scale process in recent years, to promote holistic thinking in the field of law enforcement, all with the understanding that more creative and precise solutions are required to deal with crime phenomena.",Self-direction: thought,Stimulation | Achievement,Self-direction: thought | Stimulation | Achievement,,Self-direction: thought,,,Self-direction: thought,0.0,0.5,0.5,Stimulation=0.3627 | Self-direction: action=0.2684 | Achievement=0.2048 | Self-direction: thought=0.1164 | Security: societal=0.0220
bce,42,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,HE_M_034,6,"Yesh Atid has acted, and will continue to act, in the face of the many challenges facing the immigrant population, the most prominent of which is the difficulty of integrating into employment.",Universalism: concern,Stimulation | Achievement | Benevolence: caring,Stimulation | Benevolence: caring | Universalism: concern,Achievement,Universalism: concern,,,Universalism: concern,0.0,0.5,0.5,Security: societal=0.2353 | Stimulation=0.1577 | Universalism: concern=0.1371 | Benevolence: caring=0.1327 | Self-direction: action=0.1220
bce,42,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,TR_263,14,"When funding is allocated to science, scientists share their scientific knowledge and results by writing articles in scientific journals, publishing books or attending congresses and presenting them to other researchers.",Self-direction: thought,Self-direction: action | Stimulation,Self-direction: thought | Self-direction: action | Stimulation,,Self-direction: thought,,,Self-direction: thought,0.0,0.5,0.5,Self-direction: action=0.3954 | Stimulation=0.2684 | Self-direction: thought=0.1116 | Benevolence: dependability=0.0749 | Achievement=0.0385
bce,42,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,TR_290,6,"For every country we visit, we strive to create values specific to that geography.",Self-direction: action | Universalism: concern,Self-direction: thought,Self-direction: thought | Self-direction: action,,Self-direction: action,,,Self-direction: action,0.0,0.5,0.5,Self-direction: thought=0.3858 | Self-direction: action=0.3030 | Tradition=0.0393 | Conformity: interpersonal=0.0269 | Stimulation=0.0241
bce,42,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,FR_058,7,"Since then, he has devoted himself to comics, publishing ""Catharsis"" in 2015, followed in 2018 by ""Indélébiles"", a memoir of his 23 years at Charlie, before an adaptation of Virginie Despentes' ""Vernon Subutex"", due in bookshops this autumn.",Self-direction: action,Self-direction: thought | Stimulation | Achievement,Self-direction: thought | Self-direction: action | Stimulation | Achievement,,Self-direction: action,,,Self-direction: action,0.0,0.4,0.4,Self-direction: action=0.2937 | Stimulation=0.2158 | Self-direction: thought=0.1378 | Achievement=0.0828 | Tradition=0.0082
bce,42,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,BG_039,18,"This year we made such organization in the summer and it gave good results,"" Marinov said.",Achievement,Achievement | Humility,Achievement,Humility,,Humility,,,0.6666666666666666,1.0,0.33333333333333337,Achievement=0.9308 | Face=0.0388 | Humility=0.0204 | Hedonism=0.0129 | Security: personal=0.0093
bce,42,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,BG_108,4,"With a donation campaign for some of the ""hottest"" spots in the fight against the pandemic from COVID-19, A1 financially supported the N.I.",Benevolence: caring,Power: resources | Benevolence: caring,Benevolence: caring,Power: resources,,Power: resources,,,0.6666666666666666,1.0,0.33333333333333337,Benevolence: caring=0.2908 | Power: resources=0.0717 | Benevolence: dependability=0.0624 | Security: societal=0.0567 | Universalism: concern=0.0487
bce,42,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,DE_135,3,"""We will take revenge and the blood will be up to your knees"" shouts a woman wearing a black veil as she leaves the last bastion of the jihadist militia Islamic State (IS) in a bend of the Euphrates on the border with Iraq after weeks of shelling.",Security: societal,Self-direction: action | Security: societal,Security: societal,Self-direction: action,,Self-direction: action,,,0.6666666666666666,1.0,0.33333333333333337,Security: societal=0.7014 | Self-direction: action=0.3225 | Power: dominance=0.1186 | Conformity: rules=0.0429 | Security: personal=0.0168
bce,42,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,DE_191,65,"""But I still enjoyed it so much that I didn't want to let go.""",Hedonism,Hedonism | Humility,Hedonism,Humility,,Humility,,,0.6666666666666666,1.0,0.33333333333333337,Hedonism=0.8637 | Stimulation=0.0757 | Security: personal=0.0289 | Benevolence: caring=0.0277 | Self-direction: thought=0.0245
bce,1701,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,EL_298,7,"He stressed that the countries of the region should eventually join the EU, of course within the framework of conditionality, and expressed the hope that Bosnia and Herzegovina will take the necessary steps to help it move closer to the EU.",Conformity: interpersonal,Self-direction: action | Conformity: rules,Conformity: rules | Conformity: interpersonal,Self-direction: action,Conformity: interpersonal,Self-direction: action,,Conformity: interpersonal,0.0,0.6666666666666666,0.6666666666666666,Self-direction: action=0.3566 | Conformity: rules=0.3078 | Conformity: interpersonal=0.1428 | Power: dominance=0.1330 | Benevolence: dependability=0.0719
bce,1701,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,BG_119,13,"""We expect these clusters, these university networks to generate results in areas such as pragmatism of learning and know-how transfer,"" said Prof.",Stimulation,Achievement,Stimulation | Achievement,,Stimulation,,,Stimulation,0.0,0.6666666666666666,0.6666666666666666,Stimulation=0.3635 | Achievement=0.2332 | Self-direction: thought=0.0555 | Self-direction: action=0.0145 | Face=0.0065
bce,1701,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,DE_M_026,32,We rely on a regionally anchored economy that is geared towards the needs of the people in the respective regions.,Universalism: concern,Benevolence: caring,Benevolence: caring | Universalism: concern,,Universalism: concern,,,Universalism: concern,0.0,0.6666666666666666,0.6666666666666666,Benevolence: caring=0.6018 | Universalism: concern=0.3085 | Security: societal=0.0979 | Power: resources=0.0435 | Benevolence: dependability=0.0325
bce,1701,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,EL_022,7,The most competitive companies both in Greece and globally consider high quality logistics to be their comparative advantage and systematically apply performance measurements.,Power: dominance,Achievement,Achievement | Power: dominance,,Power: dominance,,,Power: dominance,0.0,0.6666666666666666,0.6666666666666666,Achievement=0.7161 | Power: dominance=0.1882 | Face=0.0761 | Power: resources=0.0137 | Stimulation=0.0085
bce,1701,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,EL_028,25,"This must be our goal as a party of the Centre, of the Centre-Left and of Social Democracy, so that we can be the reformist opposition that society needs and that will make our party great again.",Stimulation,Achievement,Stimulation | Achievement,,Stimulation,,,Stimulation,0.0,0.6666666666666666,0.6666666666666666,Stimulation=0.3604 | Achievement=0.1245 | Self-direction: action=0.0860 | Self-direction: thought=0.0833 | Benevolence: dependability=0.0313
bce,1701,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,EL_072,9,The office of the President of the European Parliament insists that she is not subject to the provisions for MEPs concerning gifts and travel declarations.,Conformity: rules,Conformity: interpersonal,Conformity: rules | Conformity: interpersonal,,Conformity: rules,,,Conformity: rules,0.0,0.6666666666666666,0.6666666666666666,Self-direction: action=0.1984 | Conformity: rules=0.1767 | Conformity: interpersonal=0.1551 | Power: dominance=0.0213 | Self-direction: thought=0.0193
bce,1701,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,EN_236,4,The most serious objections and concerns pertained to the law that will replace the so-called Katseli law which protected debtors’ primary homes from foreclosure under strict conditions.,Conformity: rules,Security: societal,Security: societal | Conformity: rules,,Conformity: rules,,,Conformity: rules,0.0,0.6666666666666666,0.6666666666666666,Security: societal=0.5301 | Conformity: rules=0.1795 | Universalism: concern=0.1444 | Security: personal=0.0717 | Achievement=0.0650
bce,1701,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,EN_376,13,"“I’m delighted, so excited about it.",Stimulation,Hedonism,Stimulation | Hedonism,,Stimulation,,,Stimulation,0.0,0.6666666666666666,0.6666666666666666,Hedonism=0.5824 | Stimulation=0.3643 | Benevolence: caring=0.0259 | Achievement=0.0206 | Self-direction: thought=0.0180
bce,1701,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,FR_001,3,The lifting of U.S. sanctions against Iran and its return to the export league are unlikely to change this.,Power: dominance,Power: resources,Power: dominance | Power: resources,,Power: dominance,,,Power: dominance,0.0,0.6666666666666666,0.6666666666666666,Power: dominance=0.1941 | Self-direction: action=0.1476 | Power: resources=0.1249 | Security: societal=0.0984 | Conformity: rules=0.0673
bce,1701,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,HE_031,18,"The average salary increases and pensions, like benefits, decrease every year.",Power: resources,Achievement,Achievement | Power: resources,,Power: resources,,,Power: resources,0.0,0.6666666666666666,0.6666666666666666,Achievement=0.1555 | Power: resources=0.0885 | Security: societal=0.0528 | Benevolence: caring=0.0104 | Universalism: concern=0.0055
bce,1701,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,HE_063,9,"The deficit in the state budget in relation to GDP, which in 2019 amounted to only 3.9%, also well above the target set by the government (2.9%), will reach this year according to the forecast of the Organization of Developed Countries a record negative rate of 13.8%.",Power: resources,Achievement,Achievement | Power: resources,,Power: resources,,,Power: resources,0.0,0.6666666666666666,0.6666666666666666,Achievement=0.5225 | Power: resources=0.0882 | Security: societal=0.0533 | Universalism: concern=0.0087 | Stimulation=0.0047
bce,1701,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,HE_194,35,These women do not exhaust their rights in National Insurance.,Universalism: concern,Benevolence: caring,Benevolence: caring | Universalism: concern,,Universalism: concern,,,Universalism: concern,0.0,0.6666666666666666,0.6666666666666666,Universalism: concern=0.2958 | Benevolence: caring=0.2182 | Security: societal=0.0991 | Conformity: rules=0.0882 | Self-direction: action=0.0720
bce,1701,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,HE_M_020,29,"To ensure the continued advancement and excellence of the higher education system in Israel, academic freedom must be protected.",Self-direction: thought,Self-direction: action,Self-direction: thought | Self-direction: action,,Self-direction: thought,,,Self-direction: thought,0.0,0.6666666666666666,0.6666666666666666,Self-direction: action=0.4957 | Universalism: concern=0.1706 | Stimulation=0.1292 | Self-direction: thought=0.1219 | Conformity: rules=0.0843
bce,1701,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,HE_M_034,6,"Yesh Atid has acted, and will continue to act, in the face of the many challenges facing the immigrant population, the most prominent of which is the difficulty of integrating into employment.",Universalism: concern,,Benevolence: caring | Universalism: concern,,Benevolence: caring | Universalism: concern,,,Universalism: concern,0.0,0.6666666666666666,0.6666666666666666,Universalism: concern=0.3054 | Benevolence: caring=0.1843 | Self-direction: action=0.1385 | Conformity: rules=0.1088 | Security: societal=0.0995
bce,1701,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,IT_M_007,16,Restore centrality to the Mediterranean in Italian and European policies.,Power: resources,Power: dominance,Power: dominance | Power: resources,,Power: resources,,,Power: resources,0.0,0.6666666666666666,0.6666666666666666,Power: dominance=0.3545 | Security: societal=0.1471 | Power: resources=0.0862 | Benevolence: dependability=0.0118 | Universalism: concern=0.0063
bce,1701,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,TR_128,37,"Because although children are not actually affected by the disease, it creates a risk in terms of the spread of the disease.""",Security: societal,Security: personal,Security: personal | Security: societal,,Security: societal,,,Security: societal,0.0,0.6666666666666666,0.6666666666666666,Security: personal=0.6977 | Security: societal=0.3005 | Universalism: concern=0.0238 | Benevolence: caring=0.0144 | Hedonism=0.0045
bce,1701,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,TR_244,14,We will stand by both the tenant and the landlord.,Benevolence: dependability,Benevolence: caring,Benevolence: caring | Benevolence: dependability,,Benevolence: dependability,,,Benevolence: dependability,0.0,0.6666666666666666,0.6666666666666666,Benevolence: caring=0.2820 | Benevolence: dependability=0.1664 | Conformity: interpersonal=0.0156 | Universalism: concern=0.0144 | Self-direction: action=0.0133
bce,1701,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,BG_114,10,"The items were delivered where they were most needed and supported national efforts to save lives and better equip hospitals and health workers, said Crisis Management Commissioner Janez Lenarcic.",Benevolence: caring,Security: societal | Universalism: concern,Security: societal | Benevolence: caring | Universalism: concern,,Benevolence: caring,,,Benevolence: caring,0.0,0.5,0.5,Universalism: concern=0.5122 | Security: societal=0.3664 | Benevolence: caring=0.1895 | Security: personal=0.0644 | Achievement=0.0204
bce,1701,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,EN_M_003,28,"We retain our commitment to the core subjects and also want young people to learn creative skills and widen their horizons, so we will offer an ‘arts premium’ to secondary schools to fund enriching activities for all pupils.",Stimulation,Hedonism | Benevolence: caring,Stimulation | Hedonism | Benevolence: caring,,Stimulation,,,Stimulation,0.0,0.5,0.5,Stimulation=0.3530 | Benevolence: caring=0.3410 | Hedonism=0.2515 | Self-direction: action=0.1201 | Universalism: concern=0.0627
bce,1701,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,HE_029,27,"&quot;The good thing is that the committee was able to see the difficulties of LGBT families who have to jump through a series of hoops in order to recognize legal parentage for both,&quot; said Attorney Victoria Gelfand, who owns a law firm in the field of overseas surrogacy and LGBT rights.",Universalism: concern,Self-direction: thought | Universalism: tolerance,Self-direction: thought | Universalism: concern | Universalism: tolerance,,Universalism: concern,,,Universalism: concern,0.0,0.5,0.5,Universalism: tolerance=0.3059 | Universalism: concern=0.3056 | Self-direction: thought=0.1777 | Self-direction: action=0.0499 | Tradition=0.0264
bce,1701,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,HE_M_037,12,"We believe that the space in which we live has an immeasurable effect on the quality of our lives, therefore we will make sure that the open spaces are accessible to all layers of the population, encourage social interaction and are maintained at a high level.",Universalism: concern | Universalism: nature,Benevolence: caring,Benevolence: caring | Universalism: concern,,Universalism: concern,,,Universalism: concern,0.0,0.5,0.5,Benevolence: caring=0.5742 | Universalism: concern=0.3091 | Security: societal=0.2516 | Stimulation=0.1406 | Security: personal=0.1156
bce,1701,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,NL_115,24,"""It's a tricky situation, you can never create 100 percent safety, but my message to fans is: always wear a mask when you come to the Tour.",Security: societal | Conformity: rules,Security: personal,Security: personal | Security: societal,,Security: societal,,,Security: societal,0.0,0.5,0.5,Security: personal=0.6587 | Security: societal=0.3012 | Universalism: concern=0.0253 | Benevolence: caring=0.0224 | Self-direction: action=0.0206
bce,1701,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,TR_173,2,"Opening the meeting, Sergey Lagodinsky, Co-Chair of the Turkey-EU Joint Parliamentary Committee, reminded that they came together for the first time after the earthquake in Turkey on February 6 and that the EU organized a donors' conference for earthquake victims in Turkey and Syria during this period and pointed out the importance of the EU's support to Turkey.",Security: societal | Benevolence: caring,Benevolence: dependability,Benevolence: caring | Benevolence: dependability,,Benevolence: caring,,,Benevolence: caring,0.0,0.5,0.5,Benevolence: dependability=0.7213 | Benevolence: caring=0.1795 | Universalism: concern=0.1193 | Security: societal=0.1178 | Tradition=0.0448
bce,1701,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,BG_026,6,"To expropriate all the sands, about 1 billion BGN is needed, Avramova said.",Power: resources,Power: resources | Universalism: nature,Power: resources,Universalism: nature,,Universalism: nature,,,0.6666666666666666,1.0,0.33333333333333337,Power: resources=0.3053 | Universalism: nature=0.1524 | Security: societal=0.0917 | Conformity: rules=0.0720 | Power: dominance=0.0314
bce,1701,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,BG_028,10,"Earlier, the leader of the protests and chairwoman of the newly formed Syndicate of Medical Professionals Maya Ilieva vowed together with her colleagues not to leave until they are accepted.",Self-direction: action,Self-direction: action | Conformity: interpersonal,Self-direction: action,Conformity: interpersonal,,Conformity: interpersonal,,,0.6666666666666666,1.0,0.33333333333333337,Self-direction: action=0.5694 | Conformity: interpersonal=0.1503 | Power: dominance=0.1310 | Benevolence: dependability=0.0628 | Conformity: rules=0.0456
bce,1984,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,BG_113,8,"The aim is to help the elderly, those with chronic illnesses or those who have difficulty moving, who are at risk of infection when waiting in queues in shops and pharmacies.",Benevolence: caring,Universalism: concern,Benevolence: caring | Universalism: concern,,Benevolence: caring,,,Benevolence: caring,0.0,0.6666666666666666,0.6666666666666666,Security: personal=0.2482 | Benevolence: caring=0.2335 | Universalism: concern=0.1877 | Security: societal=0.1400 | Conformity: rules=0.0119
bce,1984,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,BG_217,15,"""Democratic Bulgaria"" also insists on reducing the interest for late payments, increasing the VAT registration threshold to 100 thousand BGN and 9% VAT for heating, gas and electricity.",Universalism: concern,Benevolence: caring,Benevolence: caring | Universalism: concern,,Universalism: concern,,,Universalism: concern,0.0,0.6666666666666666,0.6666666666666666,Benevolence: caring=0.3923 | Power: resources=0.1996 | Universalism: concern=0.1547 | Conformity: rules=0.1162 | Security: societal=0.1097
